,TimeSec,SleepLVL,HR
0,150,0,69
1,180,0,70
2,210,0,76
3,240,0,72
4,270,0,71
5,300,0,75
6,330,0,71
7,360,0,70
8,390,0,75
9,420,0,72
10,450,0,73
11,480,0,72
12,510,0,73
13,540,0,77
14,570,0,77
15,600,0,71
16,630,1,72
17,660,1,73
18,690,1,71
19,720,1,68
20,750,1,72
21,780,1,72
22,810,2,70
23,840,2,71
24,870,2,73
25,900,1,71
26,930,2,72
27,960,2,69
28,990,2,68
29,1020,2,69
30,1050,1,73
31,1080,1,66
32,1110,2,69
33,1140,2,67
34,1170,2,59
35,1200,2,73
36,1230,2,77
37,1260,2,59
38,1290,2,67
39,1320,2,80
40,1350,2,72
41,1380,2,69
42,1410,2,68
43,1440,2,72
44,1470,2,69
45,1500,2,73
46,1530,2,71
47,1560,2,68
48,1590,2,72
49,1620,2,70
50,1650,2,72
51,1680,1,71
52,1710,1,82
53,1740,2,67
54,1770,2,65
55,1800,2,70
56,1830,2,69
57,1860,2,69
58,1890,2,68
59,1920,2,73
60,1950,2,68
61,1980,2,71
62,2010,2,68
63,2040,2,70
64,2070,2,68
65,2100,2,71
66,2130,2,71
67,2160,2,72
68,2190,1,77
69,2220,2,81
70,2250,1,73
71,2280,2,71
72,2310,1,65
73,2340,1,59
74,2370,2,58
75,2400,1,57
76,2430,1,78
77,2460,2,87
78,2490,2,59
79,2520,2,68
80,2550,0,79
81,2580,0,90
82,2610,1,59
83,2640,1,60
84,2670,2,61
85,2700,2,71
86,2730,2,60
87,2760,2,59
88,2790,2,59
89,2820,2,57
90,2850,2,65
91,2880,2,64
92,2910,2,62
93,2940,2,65
94,2970,2,63
95,3000,2,65
96,3030,2,65
97,3060,2,64
98,3090,2,67
99,3120,2,63
100,3150,2,65
101,3180,2,65
102,3210,2,66
103,3240,1,67
104,3270,2,59
105,3300,2,59
106,3330,2,63
107,3390,1,70
108,3420,2,63
109,3450,2,59
110,3480,2,59
111,3510,2,62
112,3540,2,62
113,3570,2,61
114,3600,2,62
115,3630,2,59
116,3660,2,62
117,3690,2,67
118,3720,2,68
119,3750,3,68
120,3780,3,68
121,3810,3,67
122,3840,3,68
123,3870,3,68
124,3900,3,68
125,3930,3,67
126,3960,3,68
127,3990,3,68
128,4020,3,68
129,4050,3,68
130,4080,3,67
131,4110,3,68
132,4140,3,68
133,4170,3,68
134,4200,3,68
135,4230,3,67
136,4260,3,68
137,4290,3,69
138,4320,3,68
139,4350,3,69
140,4380,3,68
141,4410,3,68
142,4440,3,68
143,4470,3,69
144,4500,3,68
145,4530,3,69
146,4560,3,69
147,4590,3,69
148,4620,3,68
149,4650,3,67
150,4680,3,70
151,4710,3,69
152,4740,3,68
153,4770,3,69
154,4800,3,68
155,4830,3,69
156,4860,3,69
157,4890,3,69
158,4920,3,68
159,4950,3,68
160,4980,3,69
161,5010,3,69
162,5040,3,69
163,5070,3,68
164,5100,3,69
165,5130,3,68
166,5160,3,68
167,5190,3,68
168,5220,3,68
169,5250,3,69
170,5280,3,68
171,5310,3,68
172,5340,3,68
173,5370,3,66
174,5400,3,68
175,5430,3,69
176,5460,3,68
177,5490,3,68
178,5520,3,68
179,5550,3,68
180,5580,3,68
181,5610,3,68
182,5640,2,75
183,5670,2,68
184,5700,2,85
185,5730,2,63
186,5760,2,65
187,5790,2,67
188,5820,2,69
189,5850,5,68
190,5880,5,66
191,5910,5,67
192,5940,5,76
193,5970,5,67
194,6000,5,73
195,6030,5,72
196,6060,5,71
197,6090,5,81
198,6120,5,72
199,6150,5,69
200,6180,5,73
201,6210,5,75
202,6240,5,78
203,6270,5,76
204,6300,5,72
205,6330,5,72
206,6360,5,75
207,6390,5,68
208,6420,5,73
209,6450,5,73
210,6480,0,69
211,6510,1,98
212,6540,1,68
213,6570,2,64
214,6600,5,68
215,6630,5,69
216,6660,5,69
217,6690,5,68
218,6720,5,64
219,6750,5,68
220,6780,5,68
221,6810,5,67
222,6840,5,68
223,6870,5,70
224,6900,5,68
225,6930,5,71
226,6960,5,69
227,6990,5,70
228,7020,5,67
229,7050,5,68
230,7080,5,69
231,7110,5,69
232,7140,5,67
233,7170,5,68
