,TimeSec,SleepLVL,HR
0,510,0,68
1,540,0,78
2,570,0,67
3,600,0,61
4,630,0,77
5,660,0,77
6,690,0,59
7,720,0,56
8,750,0,55
9,780,0,62
10,810,0,61
11,840,0,56
12,870,0,56
13,900,0,54
14,930,0,52
15,960,0,53
16,990,0,59
17,1020,0,74
18,1050,0,68
19,1080,1,60
20,1110,1,56
21,1140,1,52
22,1170,1,53
23,1200,2,54
24,1230,2,55
25,1260,2,54
26,1290,0,54
27,1320,1,70
28,1350,2,58
29,1380,2,53
30,1410,2,53
31,1440,2,57
32,1470,2,55
33,1500,2,55
34,1530,2,56
35,1560,2,55
36,1590,2,59
37,1620,2,55
38,1650,2,54
39,1680,2,55
40,1710,2,55
41,1740,2,55
42,1770,2,54
43,1800,2,54
44,1830,2,57
45,1860,2,55
46,1890,2,55
47,1920,2,57
48,1950,2,54
49,1980,2,57
50,2010,2,55
51,2040,2,54
52,2070,2,62
53,2100,2,54
54,2130,2,55
55,2160,2,55
56,2190,2,56
57,2220,2,53
58,2250,2,54
59,2280,2,55
60,2310,2,54
61,2340,2,53
62,2370,2,54
63,2400,2,53
64,2430,2,54
65,2460,2,54
66,2490,2,52
67,2520,2,54
68,2550,2,53
69,2580,2,53
70,2610,2,54
71,2640,2,54
72,2670,2,55
73,2700,3,53
74,2730,3,54
75,2760,3,54
76,2790,3,53
77,2820,3,53
78,2850,3,54
79,2880,3,53
80,2910,3,53
81,2940,3,54
82,2970,3,51
83,3000,3,54
84,3030,3,53
85,3060,3,54
86,3090,3,58
87,3120,3,53
88,3150,3,53
89,3180,3,52
90,3210,3,53
91,3240,3,55
92,3270,3,53
93,3300,3,52
94,3330,3,53
95,3360,3,53
96,3390,3,54
97,3420,3,51
98,3450,3,54
99,3480,3,54
100,3510,3,54
101,3540,3,53
102,3570,3,53
103,3600,3,54
104,3630,3,53
105,3660,3,53
106,3690,3,55
107,3720,3,54
108,3750,3,53
109,3780,3,53
110,3810,2,56
111,3840,1,54
112,3870,2,56
113,3900,2,54
114,3930,2,53
115,3960,2,52
116,3990,2,54
117,4020,2,56
118,4050,2,56
119,4080,2,52
120,4110,2,55
121,4140,2,57
122,4170,2,54
123,4200,2,53
124,4230,2,55
125,4260,2,58
126,4290,2,55
127,4320,3,54
128,4350,3,54
129,4380,3,53
130,4410,3,54
131,4440,3,51
132,4470,3,53
133,4500,3,54
134,4530,3,55
135,4560,3,52
136,4590,3,55
137,4620,3,54
138,4650,3,54
139,4680,2,56
140,4710,2,54
141,4740,2,52
142,4770,1,53
143,4800,2,52
144,4830,2,53
145,4860,2,59
146,4890,2,53
147,4920,2,55
148,4950,2,51
149,4980,1,60
150,5010,2,60
151,5040,2,55
152,5070,2,54
153,5100,2,58
154,5130,2,57
155,5160,2,57
156,5190,2,55
157,5220,2,56
158,5250,2,57
159,5280,2,58
160,5310,2,78
161,5340,2,56
162,5370,2,55
163,5400,2,56
164,5430,2,52
165,5460,2,60
166,5490,1,61
167,5520,2,55
168,5550,2,53
169,5580,2,51
170,5610,2,55
171,5640,2,50
172,5670,2,54
173,5700,2,55
174,5730,2,53
175,5760,2,53
176,5790,2,55
177,5820,2,52
178,5850,2,52
179,5880,2,53
180,5910,2,54
181,5940,2,53
182,5970,2,51
183,6000,2,51
184,6030,1,68
185,6060,2,66
186,6090,2,52
187,6120,1,52
188,6150,2,51
189,6180,2,55
190,6210,2,50
191,6240,2,54
192,6270,2,51
193,6300,2,50
194,6330,2,52
195,6360,2,52
196,6390,2,55
197,6420,2,52
198,6450,2,53
199,6480,2,52
200,6510,2,53
201,6540,2,53
202,6570,2,54
203,6600,3,51
204,6630,3,53
205,6660,3,52
206,6690,3,53
207,6720,3,52
208,6750,3,52
209,6780,3,55
210,6810,3,53
211,6840,3,54
212,6870,3,53
213,6900,3,55
214,6930,3,53
215,6960,3,54
216,6990,3,51
217,7020,3,52
218,7050,3,54
219,7080,3,52
220,7110,3,51
221,7140,3,52
222,7170,3,52
223,7200,3,52
224,7230,3,52
225,7260,3,51
226,7290,3,52
227,7320,3,51
228,7350,3,51
229,7380,3,52
230,7410,3,53
231,7440,3,51
232,7470,3,55
233,7500,3,53
234,7530,3,53
235,7560,3,53
236,7590,3,52
237,7620,3,52
238,7650,3,52
239,7680,3,51
240,7710,3,51
241,7740,2,56
242,7770,2,70
243,7800,2,52
244,7830,2,51
245,7860,2,55
246,7890,2,51
247,7920,2,51
248,7950,2,52
249,7980,2,52
250,8010,2,53
251,8040,2,51
252,8070,2,52
253,8100,2,52
254,8130,2,50
255,8160,2,52
256,8190,2,53
257,8220,2,53
258,8250,2,52
259,8280,2,52
260,8310,2,52
261,8340,2,52
262,8370,2,52
263,8400,2,56
264,8430,2,58
265,8460,5,52
266,8490,5,56
267,8520,5,57
268,8550,5,55
269,8580,5,59
270,8610,5,59
271,8640,5,59
272,8670,5,59
273,8700,5,74
274,8730,5,54
275,8760,5,52
276,8790,5,51
277,8820,5,58
278,8850,5,52
279,8880,5,51
280,8910,5,53
281,8940,5,60
282,8970,5,57
283,9000,5,56
284,9030,5,56
285,9060,5,56
286,9090,5,50
287,9120,5,56
288,9150,5,54
289,9180,5,56
290,9210,5,52
291,9240,5,56
292,9270,5,53
293,9300,5,54
294,9330,5,51
295,9360,5,57
296,9390,5,50
297,9420,5,50
298,9450,5,50
299,9480,0,55
300,9510,1,68
301,9540,1,71
302,9570,2,51
303,9600,2,50
304,9630,2,52
305,9660,2,50
306,9690,2,51
307,9720,2,51
308,9750,2,53
309,9780,2,50
310,9810,2,50
311,9840,2,50
312,9870,2,50
313,9900,2,50
314,9930,2,50
315,9960,2,50
316,9990,2,50
317,10020,2,50
318,10050,2,50
319,10080,2,51
320,10110,2,50
321,10140,2,50
322,10170,2,53
323,10200,2,50
324,10230,2,51
325,10260,2,52
326,10290,2,52
327,10320,2,50
328,10350,2,51
329,10380,2,51
330,10410,2,51
331,10440,2,51
332,10470,1,61
333,10500,2,52
334,10530,2,48
335,10560,2,50
336,10590,2,49
337,10620,2,49
338,10650,2,50
339,10680,2,49
340,10710,2,50
341,10740,2,50
342,10770,2,50
343,10800,2,51
344,10830,2,50
345,10860,2,52
346,10890,2,49
347,10920,2,51
348,10950,2,50
349,10980,2,50
350,11010,2,50
351,11040,2,50
352,11070,1,69
353,11100,1,78
354,11130,2,54
355,11160,2,53
356,11190,2,52
357,11220,2,52
358,11250,2,52
359,11280,2,55
360,11310,2,50
361,11340,2,51
362,11370,2,51
363,11400,2,50
364,11430,2,50
365,11460,2,50
366,11490,2,52
367,11520,2,51
368,11550,2,52
369,11580,2,50
370,11610,2,51
371,11640,2,52
372,11670,2,50
373,11700,2,50
374,11730,2,51
375,11760,2,50
376,11790,2,52
377,11820,2,51
378,11850,2,51
379,11880,2,52
380,11910,2,50
381,11940,2,50
382,11970,2,50
383,12000,2,50
384,12030,2,50
385,12060,2,51
386,12090,2,51
387,12120,1,52
388,12150,1,78
389,12180,2,77
390,12210,2,51
391,12240,2,50
392,12270,2,50
393,12300,2,50
394,12330,2,49
395,12360,2,50
396,12390,2,50
397,12420,1,50
398,12450,1,50
399,12480,2,50
400,12510,2,50
401,12540,2,50
402,12570,5,51
403,12600,5,49
404,12630,5,50
405,12660,5,48
406,12690,5,50
407,12720,5,54
408,12750,5,52
409,12780,5,53
410,12810,5,57
411,12840,5,55
412,12870,5,57
413,12900,5,55
414,12930,5,55
415,12960,5,55
416,12990,5,56
417,13020,5,54
418,13050,5,55
419,13080,5,53
420,13110,5,49
421,13140,5,54
422,13170,5,55
423,13200,5,50
424,13230,5,51
425,13260,5,50
426,13290,5,55
427,13320,5,50
428,13350,5,56
429,13380,5,58
430,13410,5,55
431,13440,5,56
432,13470,5,53
433,13500,5,56
434,13530,5,50
435,13560,5,51
436,13590,5,50
437,13620,5,71
438,13650,5,54
439,13680,5,54
440,13710,5,56
441,13740,5,58
442,13770,5,50
443,13800,5,50
444,13830,5,54
445,13860,5,55
446,13890,5,54
447,13920,5,55
448,13950,5,54
449,13980,5,50
450,14010,5,52
451,14040,5,62
452,14070,5,59
453,14100,5,56
454,14130,5,56
455,14160,5,54
456,14190,5,54
457,14220,5,54
458,14250,5,56
459,14280,5,52
460,14310,5,50
461,14340,5,54
462,14370,5,54
463,14400,5,52
464,14430,5,51
465,14460,5,53
466,14490,5,50
467,14520,5,55
468,14550,5,55
469,14580,5,52
470,14610,5,54
471,14640,5,55
472,14670,5,50
473,14700,5,50
474,14730,5,53
475,14760,5,53
476,14790,5,55
477,14820,5,53
478,14850,5,58
479,14880,0,55
480,14910,5,65
481,14940,5,63
482,14970,5,53
483,15000,5,51
484,15030,5,54
485,15060,5,52
486,15090,5,54
487,15120,5,49
488,15150,5,51
489,15180,1,61
490,15210,2,55
491,15240,2,52
492,15270,2,52
493,15300,2,54
494,15330,2,50
495,15360,2,50
496,15390,2,52
497,15420,2,51
498,15450,2,50
499,15480,2,52
500,15510,2,50
501,15540,2,52
502,15570,2,51
503,15600,2,52
504,15630,2,52
505,15660,2,52
506,15690,2,51
507,15720,2,51
508,15750,2,51
509,15780,2,51
510,15810,2,50
511,15840,2,50
512,15870,2,52
513,15900,2,50
514,15930,2,53
515,15960,2,51
516,15990,2,52
517,16020,2,50
518,16050,2,53
519,16080,2,52
520,16110,2,53
521,16140,2,53
522,16170,2,52
523,16200,2,51
524,16230,2,51
525,16260,2,51
526,16290,2,53
527,16320,2,52
528,16350,2,53
529,16380,2,51
530,16410,2,56
531,16440,2,55
532,16470,2,54
533,16500,2,52
534,16530,2,54
535,16560,2,54
536,16590,2,54
537,16620,2,53
538,16650,2,55
539,16680,2,52
540,16710,2,51
541,16740,2,56
542,16770,2,55
543,16800,2,53
544,16830,2,54
545,16860,2,54
546,16890,2,56
547,16920,2,53
