,TimeSec,SleepLVL,HR
0,450,0,81
1,480,0,75
2,510,0,73
3,540,0,71
4,570,0,72
5,600,0,72
6,630,0,85
7,660,0,73
8,690,0,68
9,720,0,69
10,750,0,71
11,780,0,74
12,810,0,73
13,840,0,73
14,870,0,72
15,900,0,74
16,930,0,73
17,960,0,70
18,990,0,72
19,1020,0,71
20,1050,0,72
21,1080,0,68
22,1110,0,75
23,1140,0,74
24,1170,0,75
25,1200,0,73
26,1230,0,73
27,1260,0,75
28,1290,0,92
29,1320,0,81
30,1350,0,71
31,1380,1,72
32,1410,1,71
33,1440,0,70
34,1470,1,69
35,1500,1,68
36,1530,0,70
37,1560,0,70
38,1590,0,101
39,1620,1,99
40,1650,1,86
41,1680,1,68
42,1710,1,67
43,1740,1,67
44,1770,1,68
45,1800,1,67
46,1830,1,68
47,1860,1,70
48,1890,1,71
49,1920,1,71
50,1950,1,69
51,1980,2,69
52,2010,2,70
53,2040,2,71
54,2070,2,70
55,2100,2,71
56,2130,2,69
57,2160,2,69
58,2190,2,69
59,2220,2,68
60,2250,2,73
61,2280,2,68
62,2310,2,67
63,2340,2,68
64,2370,2,68
65,2400,2,65
66,2430,2,67
67,2460,2,68
68,2490,2,65
69,2520,2,64
70,2550,2,69
71,2580,2,69
72,2610,2,70
73,2640,2,69
74,2670,2,69
75,2700,2,68
76,2730,2,71
77,2760,2,67
78,2790,2,69
79,2820,2,72
80,2850,2,70
81,2880,3,69
82,2910,3,70
83,2940,3,70
84,2970,3,70
85,3000,3,72
86,3030,3,71
87,3060,3,70
88,3090,3,70
89,3120,3,69
90,3150,3,69
91,3180,3,68
92,3210,3,71
93,3240,3,70
94,3270,3,71
95,3300,3,72
96,3330,3,70
97,3360,3,71
98,3390,3,70
99,3420,3,71
100,3450,3,72
101,3480,3,70
102,3510,3,70
103,3540,3,71
104,3570,3,70
105,3600,3,71
106,3630,3,72
107,3660,3,70
108,3690,3,71
109,3720,3,70
110,3750,3,72
111,3780,3,70
112,3810,3,71
113,3840,3,71
114,3870,3,69
115,3900,3,72
116,3930,3,71
117,3960,3,71
118,3990,3,71
119,4020,3,71
120,4050,3,69
121,4080,3,71
122,4110,3,71
123,4140,3,71
124,4170,3,73
125,4200,3,72
126,4230,3,73
127,4260,3,71
128,4290,3,72
129,4320,3,71
130,4350,3,70
131,4380,3,71
132,4410,3,71
133,4440,3,69
134,4470,3,70
135,4500,3,71
136,4530,3,69
137,4560,3,71
138,4590,3,71
139,4620,3,71
140,4650,3,70
141,4680,3,71
142,4710,3,71
143,4740,3,73
144,4770,0,75
145,4800,1,83
146,4830,2,99
147,4860,2,68
148,4890,2,68
149,4920,2,70
150,4950,2,72
151,4980,2,72
152,5010,2,73
153,5040,2,71
154,5070,2,72
155,5100,2,71
156,5130,2,74
157,5160,2,73
158,5190,2,70
159,5220,2,74
160,5250,2,72
161,5280,2,72
162,5310,2,72
163,5340,2,73
164,5370,2,74
165,5400,1,72
166,5430,2,72
167,5460,2,72
168,5490,2,72
169,5520,2,69
170,5550,2,72
171,5580,2,71
172,5610,2,70
173,5640,2,72
174,5670,2,71
175,5700,2,73
176,5730,2,73
177,5760,2,73
178,5790,2,72
179,5820,2,66
180,5850,2,74
181,5880,2,74
182,5910,2,73
183,5940,2,72
184,5970,2,73
185,6000,2,75
186,6030,2,74
187,6060,2,74
188,6090,2,73
189,6120,3,75
190,6150,3,75
191,6180,3,74
192,6210,3,74
193,6240,3,75
194,6270,3,74
195,6300,3,74
196,6330,3,74
197,6360,3,74
198,6390,3,74
199,6420,3,75
200,6450,3,75
201,6480,3,75
202,6510,3,74
203,6540,3,75
204,6570,3,73
205,6600,3,72
206,6630,3,76
207,6660,3,75
208,6690,2,78
209,6720,2,86
210,6750,2,74
211,6780,2,76
212,6810,2,72
213,6840,2,75
214,6870,2,72
215,6900,2,73
216,6930,2,73
217,6960,2,72
218,6990,2,76
219,7020,2,75
220,7050,2,70
221,7080,2,76
222,7110,2,74
223,7140,2,76
224,7170,3,77
225,7200,3,75
226,7230,3,75
227,7260,3,76
228,7290,3,76
229,7320,3,76
230,7350,3,77
231,7380,3,77
232,7410,3,74
233,7440,3,69
234,7470,1,76
235,7500,1,79
