,TimeSec,SleepLVL,HR
0,660,0,60
1,690,0,73
2,720,0,64
3,750,0,55
4,780,0,58
5,810,0,58
6,840,0,59
7,870,0,60
8,900,0,59
9,930,0,59
10,960,0,59
11,990,0,55
12,1020,0,55
13,1050,0,55
14,1080,0,57
15,1110,1,56
16,1140,1,52
17,1170,1,54
18,1200,1,54
19,1230,2,55
20,1260,2,58
21,1290,2,55
22,1320,2,54
23,1350,1,57
24,1380,2,55
25,1410,2,56
26,1440,2,56
27,1470,2,54
28,1500,2,56
29,1530,2,55
30,1560,2,57
31,1590,2,54
32,1620,2,55
33,1650,2,55
34,1680,2,54
35,1710,2,55
36,1740,2,56
37,1770,2,57
38,1800,2,55
39,1830,2,57
40,1860,2,55
41,1890,2,57
42,1920,2,59
43,1950,2,56
44,1980,2,57
45,2010,2,56
46,2040,3,57
47,2070,3,56
48,2100,3,57
49,2130,3,56
50,2160,3,57
51,2190,3,57
52,2220,3,55
53,2250,3,56
54,2280,3,54
55,2310,3,56
56,2340,3,55
57,2370,3,56
58,2400,3,57
59,2430,3,57
60,2460,3,57
61,2490,3,55
62,2520,3,56
63,2550,3,57
64,2580,3,57
65,2610,3,56
66,2640,3,59
67,2670,0,57
68,2700,2,57
69,2730,2,54
70,2760,2,52
71,2790,2,54
72,2820,2,54
73,2850,2,56
74,2880,2,55
75,2910,3,56
76,2940,3,57
77,2970,3,57
78,3000,3,56
79,3030,3,58
80,3060,3,57
81,3090,3,56
82,3120,3,58
83,3150,3,58
84,3180,3,58
85,3210,3,56
86,3240,3,57
87,3270,3,57
88,3300,3,59
89,3330,3,58
90,3360,3,58
91,3390,3,58
92,3420,3,59
93,3450,3,58
94,3480,3,59
95,3510,3,57
96,3540,3,58
97,3570,3,59
98,3600,3,56
99,3630,3,58
100,3660,3,58
101,3690,3,56
102,3720,3,57
103,3750,3,58
104,3780,3,58
105,3810,3,57
106,3840,3,57
107,3870,3,54
108,3900,3,55
109,3930,3,55
110,3960,3,55
111,3990,3,57
112,4020,3,55
113,4050,3,56
114,4080,3,55
115,4110,3,57
116,4140,3,57
117,4170,3,56
118,4200,3,56
119,4230,0,56
120,4260,1,89
121,4290,2,77
122,4320,2,56
123,4350,2,51
124,4380,2,59
125,4410,2,53
126,4440,2,57
127,4470,2,53
128,4500,2,54
129,4530,2,55
130,4560,2,52
131,4590,2,54
132,4620,2,55
133,4650,2,57
134,4680,2,55
135,4710,2,55
136,4740,2,54
137,4770,2,54
138,4800,2,57
139,4830,2,52
140,4860,2,53
141,4890,2,53
142,4920,2,53
143,4950,2,52
144,4980,2,54
145,5010,2,52
146,5040,2,52
147,5070,2,52
148,5100,2,56
149,5130,2,56
150,5160,2,56
151,5190,2,59
152,5220,2,52
153,5250,2,56
154,5280,2,53
155,5310,2,61
156,5340,2,59
157,5370,1,60
158,5400,2,91
159,5430,2,53
160,5460,2,53
161,5490,2,51
162,5520,2,57
163,5550,2,55
164,5580,2,59
165,5610,2,52
166,5640,2,52
167,5670,2,55
168,5700,2,52
169,5730,2,51
170,5760,2,52
171,5790,2,50
172,5820,2,51
173,5850,1,50
174,5880,0,47
175,5910,2,77
176,5940,0,53
177,5970,2,68
178,6000,2,50
179,6030,2,55
180,6060,2,50
181,6090,2,50
182,6120,2,53
183,6150,2,53
184,6180,2,54
185,6210,2,53
186,6240,2,51
187,6270,2,53
188,6300,2,54
189,6330,2,53
190,6360,2,53
191,6390,2,54
192,6420,2,53
193,6450,2,54
194,6480,2,53
195,6510,2,54
196,6540,3,54
197,6570,3,52
198,6600,0,53
199,6630,0,64
200,6660,0,75
201,6690,0,59
202,6720,0,59
203,6750,2,55
204,6780,2,51
205,6810,2,52
206,6840,0,50
207,6870,0,74
208,6900,0,64
209,6930,0,65
210,6960,1,57
211,6990,2,55
