,TimeSec,SleepLVL,HR
0,30,0,76.0
1,60,0,71.0
2,90,0,75.0
3,120,0,62.0
4,150,0,61.0
5,180,0,67.0
6,210,0,64.0
7,240,0,62.0
8,270,0,62.0
9,300,0,59.0
10,330,0,64.0
11,360,1,57.0
12,390,1,57.0
13,420,1,58.0
14,450,1,57.0
15,480,1,59.0
16,510,2,60.0
17,540,2,60.0
18,570,2,60.0
19,600,2,62.0
20,630,2,60.0
21,660,2,62.0
22,690,2,61.0
23,720,2,59.0
24,750,2,60.0
25,780,2,59.0
26,810,2,61.0
27,840,2,62.0
28,870,2,60.0
29,900,2,61.0
30,930,2,61.0
31,960,2,62.0
32,990,2,62.0
33,1020,2,60.0
34,1050,2,63.0
35,1080,3,60.0
36,1110,3,61.0
37,1140,3,63.0
38,1170,3,63.0
39,1200,3,62.0
40,1230,3,64.0
41,1260,3,65.0
42,1290,3,65.0
43,1320,3,64.0
44,1350,3,64.0
45,1380,3,65.0
46,1410,3,65.0
47,1440,3,65.0
48,1470,3,66.0
49,1500,3,65.0
50,1530,3,67.0
51,1560,3,66.0
52,1590,3,66.0
53,1620,3,65.0
54,1650,3,65.0
55,1680,3,65.0
56,1710,3,83.0
57,1740,3,67.0
58,1770,3,65.0
59,1800,3,64.0
60,1830,3,63.0
61,1860,3,66.0
62,1890,3,64.0
63,1920,3,62.0
64,1950,3,64.0
65,1980,3,64.0
66,2010,3,65.0
67,2040,3,65.0
68,2070,3,65.0
69,2100,3,63.0
70,2130,3,66.0
71,2160,3,65.0
72,2190,3,64.0
73,2220,3,65.0
74,2250,3,62.0
75,2280,3,62.0
76,2310,3,65.0
77,2340,3,64.0
78,2370,3,65.0
79,2400,3,62.0
80,2430,3,62.0
81,2460,3,63.0
82,2490,3,65.0
83,2520,3,65.0
84,2550,3,63.0
85,2580,3,64.0
86,2610,3,66.0
87,2640,3,64.0
88,2670,3,66.0
89,2700,3,67.0
90,2730,3,66.0
91,2760,3,66.0
92,2790,3,66.0
93,2820,3,65.0
94,2850,3,65.0
95,2880,3,65.0
96,2910,3,63.0
97,2940,3,64.0
98,2970,3,62.0
99,3000,3,64.0
100,3030,3,63.0
101,3060,3,65.0
102,3090,3,64.0
103,3120,3,64.0
104,3150,3,64.0
105,3180,3,63.0
106,3210,3,64.0
107,3240,3,60.0
108,3270,0,66.0
109,3300,2,73.0
110,3330,2,68.0
111,3360,2,66.0
112,3390,2,66.0
113,3420,2,67.0
114,3450,2,66.0
115,3480,2,66.0
116,3510,2,67.0
117,3540,2,64.0
118,3570,2,63.0
119,3600,2,61.0
120,3630,2,67.0
121,3660,2,64.0
122,3690,2,59.0
123,3720,2,72.0
124,3750,2,68.0
125,3780,2,66.0
126,3810,2,66.0
127,3840,2,70.0
128,3870,2,66.0
129,3900,2,73.0
130,3930,5,71.0
131,3960,5,70.0
132,3990,5,66.0
133,4020,5,69.0
134,4050,5,72.0
135,4080,5,81.0
136,4110,5,76.0
137,4140,5,79.0
138,4170,5,84.0
139,4200,5,80.0
140,4230,5,79.0
141,4260,1,82.0
142,4290,5,84.0
143,4320,5,70.0
144,4350,5,75.0
145,4380,5,69.0
146,4410,5,72.0
147,4440,5,73.0
148,4470,5,71.0
149,4500,5,81.0
150,4530,5,76.0
151,4560,5,72.0
152,4590,5,75.0
153,4620,5,73.0
154,4650,5,80.0
155,4680,5,75.0
156,4710,5,70.0
157,4740,5,82.0
158,4770,5,70.0
159,4800,5,71.0
160,4830,5,73.0
161,4860,5,70.0
162,4890,5,68.0
163,4920,5,65.0
164,4950,5,72.0
165,4980,5,82.0
166,5010,5,62.0
167,5040,5,64.0
168,5070,5,73.0
169,5100,5,67.0
170,5130,5,64.0
171,5160,5,71.0
172,5190,5,71.0
173,5220,5,67.0
174,5250,5,76.0
175,5280,5,63.0
176,5310,5,66.0
177,5340,5,67.0
178,5370,5,68.0
179,5400,5,73.0
180,5430,5,83.0
181,5460,5,90.0
182,5490,5,69.0
183,5520,5,69.0
184,5550,5,75.0
185,5580,5,61.0
186,5610,5,72.0
187,5640,5,80.0
188,5670,5,72.0
189,5700,5,76.0
190,5730,5,70.0
191,5760,5,69.0
192,5790,5,74.0
193,5820,5,79.0
194,5850,5,64.0
195,5880,5,64.0
196,5910,5,71.0
197,5940,5,67.0
198,5970,5,58.0
199,6000,5,61.0
200,6030,5,67.0
201,6060,5,61.0
202,6090,5,61.0
203,6120,5,65.0
204,6150,5,58.0
205,6180,5,61.0
206,6210,5,65.0
207,6240,5,63.0
208,6270,5,65.0
209,6300,5,64.0
210,6330,5,58.0
211,6360,5,60.0
212,6390,5,64.0
213,6420,5,61.0
214,6450,5,66.0
215,6480,5,67.0
216,6510,5,63.0
217,6540,5,60.0
218,6570,5,65.0
219,6600,5,59.0
220,6630,5,65.0
221,6660,5,62.0
222,6690,5,58.0
223,6720,5,62.0
224,6750,5,63.0
225,6780,0,62.0
226,6810,1,96.0
227,6840,1,69.0
228,6870,2,62.0
229,6900,2,66.0
230,6930,2,65.0
231,6960,2,66.0
232,6990,2,68.0
233,7020,2,65.0
234,7050,2,66.0
235,7080,2,65.0
236,7110,2,66.0
237,7140,2,66.0
238,7170,2,66.0
239,7200,2,70.0
240,7230,2,62.0
241,7260,2,65.0
242,7290,2,65.0
243,7320,2,66.0
244,7350,2,65.0
245,7380,2,66.0
246,7410,2,65.0
247,7440,2,64.0
248,7470,2,66.0
249,7500,2,66.0
250,7530,2,66.0
251,7560,2,67.0
252,7590,2,66.0
253,7620,2,66.0
254,7650,2,67.0
255,7680,2,67.0
256,7710,2,67.0
257,7740,2,67.0
258,7770,2,65.0
259,7800,2,67.0
260,7830,2,66.0
261,7860,2,68.0
262,7890,2,66.0
263,7920,2,68.0
264,7950,3,68.0
265,7980,3,66.0
266,8010,3,65.0
267,8040,3,66.0
268,8070,3,68.0
269,8100,3,67.0
270,8130,3,67.0
271,8160,3,69.0
272,8190,3,68.0
273,8220,3,67.0
274,8250,3,67.0
275,8280,3,67.0
276,8310,3,70.0
277,8340,3,69.0
278,8370,3,69.0
279,8400,3,68.0
280,8430,3,70.0
281,8460,3,67.0
282,8490,3,68.0
283,8520,3,66.0
284,8550,3,67.0
285,8580,3,67.0
286,8610,3,67.0
287,8640,2,80.0
288,8670,2,64.0
289,8700,2,67.0
290,8730,2,64.0
291,8760,2,65.0
292,8790,2,65.0
293,8820,2,64.0
294,8850,2,64.0
295,8880,2,64.0
296,8910,2,66.0
297,8940,2,66.0
298,8970,2,66.0
299,9000,2,67.0
300,9030,2,67.0
301,9060,2,67.0
302,9090,2,66.0
303,9120,2,65.0
304,9150,2,66.0
305,9180,2,66.0
306,9210,2,66.0
307,9240,2,67.0
308,9270,2,65.0
309,9300,2,64.0
310,9330,2,66.0
311,9360,2,66.0
312,9390,2,71.0
313,9420,2,64.0
314,9450,2,65.0
315,9480,2,65.0
316,9510,2,64.0
317,9540,2,64.0
318,9570,2,64.0
319,9600,2,63.0
320,9630,2,63.0
321,9660,2,63.0
322,9690,2,61.0
323,9720,2,64.0
324,9750,2,62.0
325,9780,2,63.0
326,9810,2,63.0
327,9840,2,64.0
328,9870,2,65.0
329,9900,2,64.0
330,9930,2,65.0
331,9960,2,63.0
332,9990,2,63.0
333,10020,2,65.0
334,10050,2,64.0
335,10080,2,63.0
336,10110,3,62.0
337,10140,3,62.0
338,10170,3,63.0
339,10200,3,62.0
340,10230,3,62.0
341,10260,3,61.0
342,10290,3,64.0
343,10320,3,64.0
344,10350,3,64.0
345,10380,3,65.0
346,10410,3,64.0
347,10440,3,64.0
348,10470,3,64.0
349,10500,3,64.0
350,10530,3,65.0
351,10560,3,64.0
352,10590,3,64.0
353,10620,3,63.0
354,10650,3,63.0
355,10680,3,59.0
356,10710,3,62.0
357,10740,3,63.0
358,10770,3,62.0
359,10800,3,60.0
360,10830,3,62.0
361,10860,3,62.0
