,TimeSec,SleepLVL,HR
0,30,0,59
1,60,0,53
2,90,0,50
3,120,0,48
4,150,0,49
5,180,0,50
6,210,0,50
7,240,0,50
8,270,0,59
9,300,0,59
10,330,0,55
11,360,0,56
12,390,0,58
13,420,0,54
14,450,0,59
15,480,0,57
16,510,0,55
17,540,0,55
18,570,0,55
19,600,0,55
20,630,0,56
21,660,0,56
22,690,0,51
23,720,0,51
24,750,0,65
25,780,0,51
26,810,0,49
27,840,0,50
28,870,0,49
29,900,0,51
30,930,0,53
31,960,0,51
32,990,0,50
33,1020,0,50
34,1050,0,50
35,1080,0,51
36,1110,0,50
37,1140,0,51
38,1170,0,50
39,1200,0,50
40,1230,0,49
41,1260,0,50
42,1290,0,50
43,1320,0,50
44,1350,0,50
45,1380,0,51
46,1410,0,50
47,1440,0,49
48,1470,0,50
49,1500,0,50
50,1530,0,50
51,1560,0,57
52,1590,5,49
53,1620,5,48
54,1650,5,48
55,1680,5,50
56,1710,5,50
57,1740,5,50
58,1770,5,50
59,1800,5,49
60,1830,5,50
61,1860,5,50
62,1890,5,49
63,1920,5,49
64,1950,5,49
65,1980,5,49
66,2010,0,50
67,2040,0,50
68,2070,5,50
69,2100,5,49
70,2130,5,49
71,2160,5,49
72,2190,5,49
73,2220,5,49
74,2250,5,49
75,2280,1,50
76,2310,1,49
77,2340,2,49
78,2370,2,49
79,2400,2,49
80,2430,2,50
81,2460,2,49
82,2490,2,50
83,2520,2,50
84,2550,2,50
85,2580,2,50
86,2610,2,50
87,2640,2,50
88,2670,2,50
89,2700,2,50
90,2730,2,50
91,2760,0,51
92,2790,0,74
93,2820,0,54
94,2850,1,53
95,2880,1,51
96,2910,2,55
97,2940,2,50
98,2970,2,50
99,3000,2,50
100,3030,2,50
101,3060,2,49
102,3090,2,49
103,3120,2,50
104,3150,2,49
105,3180,2,50
106,3210,2,51
107,3240,2,50
108,3270,2,51
109,3300,0,51
110,3330,0,60
111,3360,1,65
112,3390,1,55
113,3420,1,51
114,3450,2,50
115,3480,2,50
116,3510,2,50
117,3540,2,50
118,3570,2,50
119,3600,2,50
120,3630,2,50
121,3660,2,50
122,3690,2,50
123,3720,2,50
124,3750,2,50
125,3780,2,51
126,3810,2,51
127,3840,2,51
128,3870,2,52
129,3900,2,50
130,3930,2,50
131,3960,2,50
132,3990,2,50
133,4020,2,52
134,4050,2,50
135,4080,2,50
136,4110,2,50
137,4140,2,51
138,4170,2,50
139,4200,2,51
140,4230,2,51
141,4260,2,51
142,4290,2,52
143,4320,2,51
144,4350,2,51
145,4380,2,49
146,4410,2,49
147,4440,2,50
148,4470,2,48
149,4500,2,50
150,4530,2,50
151,4560,2,50
152,4590,2,50
153,4620,3,50
154,4650,3,51
155,4680,3,50
156,4710,3,50
157,4740,3,52
158,4770,3,50
159,4800,3,51
160,4830,2,54
161,4860,1,48
162,4890,1,48
163,4920,2,49
164,4950,2,48
165,4980,1,49
166,5010,2,48
167,5040,2,48
168,5070,2,48
169,5100,2,49
170,5130,2,50
171,5160,2,50
172,5190,2,50
173,5220,2,50
174,5250,2,50
175,5280,2,50
176,5310,2,50
177,5340,2,50
178,5370,2,51
179,5400,3,51
180,5430,2,49
181,5460,2,50
182,5490,2,50
183,5520,3,50
184,5550,2,51
185,5580,1,65
186,5610,1,48
187,5640,2,46
188,5670,2,49
189,5700,2,48
190,5730,2,48
191,5760,2,48
192,5790,2,48
193,5820,2,48
194,5850,2,49
195,5880,2,50
196,5910,2,50
197,5940,2,49
198,5970,2,50
199,6000,2,49
200,6030,3,50
201,6060,3,50
202,6090,3,49
203,6120,3,50
204,6150,3,50
205,6180,3,50
206,6210,3,51
207,6240,3,50
208,6270,3,50
209,6300,3,50
210,6330,3,50
211,6360,3,50
212,6390,3,50
213,6420,3,49
214,6450,1,50
215,6480,0,51
216,6510,1,72
217,6540,1,83
218,6570,2,46
219,6600,2,46
220,6630,1,47
221,6660,5,46
222,6690,2,46
223,6720,2,48
224,6750,2,47
225,6780,2,49
226,6810,2,47
227,6840,2,48
228,6870,1,47
229,6900,2,46
230,6930,2,46
231,6960,2,48
232,6990,2,48
233,7020,2,49
234,7050,2,48
235,7080,0,50
236,7110,1,69
237,7140,2,45
238,7170,2,46
239,7200,1,48
240,7230,2,46
241,7260,2,46
242,7290,2,47
243,7320,2,47
244,7350,2,46
245,7380,2,47
246,7410,2,48
247,7440,2,48
248,7470,2,47
249,7500,2,48
250,7530,2,48
251,7560,2,48
252,7590,2,49
253,7620,2,48
254,7650,2,48
255,7680,2,48
256,7710,2,48
257,7740,2,48
258,7770,2,49
259,7800,2,49
260,7830,2,48
261,7860,2,50
262,7890,2,49
263,7920,2,49
264,7950,1,57
265,7980,1,46
266,8010,1,50
267,8040,0,47
268,8070,1,68
269,8100,1,46
270,8130,2,46
271,8160,2,46
272,8190,2,46
273,8220,2,46
274,8250,2,48
275,8280,1,49
276,8310,2,47
277,8340,1,50
278,8370,1,47
279,8400,1,47
280,8430,2,45
281,8460,1,47
282,8490,1,46
283,8520,2,46
284,8550,2,47
285,8580,2,47
286,8610,2,48
287,8640,2,49
288,8670,1,49
289,8700,1,46
290,8730,1,44
291,8760,1,48
292,8790,1,46
293,8820,2,46
294,8850,2,48
295,8880,0,48
296,8910,1,61
297,8940,1,45
298,8970,2,45
299,9000,1,47
300,9030,1,46
301,9060,1,49
302,9090,1,47
303,9120,1,46
304,9150,1,47
305,9180,1,46
306,9210,1,46
307,9240,2,47
308,9270,2,48
309,9300,2,47
310,9330,2,47
311,9360,2,48
312,9390,2,47
313,9420,2,47
314,9450,2,47
315,9480,2,48
316,9510,2,47
317,9540,2,47
318,9570,2,48
319,9600,2,47
320,9630,0,48
321,9660,1,46
322,9690,2,47
323,9720,5,47
324,9750,5,49
325,9780,5,48
326,9810,5,47
327,9840,5,48
328,9870,5,49
329,9900,5,50
330,9930,5,50
331,9960,5,48
332,9990,5,48
333,10020,5,47
334,10050,5,49
335,10080,5,50
336,10110,5,56
337,10140,5,50
338,10170,5,48
339,10200,5,49
340,10230,5,52
341,10260,5,59
342,10290,5,58
343,10320,5,62
344,10350,5,50
345,10380,5,51
346,10410,5,48
347,10440,5,49
348,10470,5,50
349,10500,5,49
350,10530,5,48
351,10560,5,48
352,10590,5,50
353,10620,5,52
354,10650,5,53
355,10680,5,50
356,10710,5,50
357,10740,5,53
358,10770,5,56
359,10800,5,49
360,10830,0,48
361,10860,1,77
362,10890,1,47
363,10920,5,49
364,10950,5,50
365,10980,5,50
366,11010,5,51
367,11040,5,50
368,11070,5,50
369,11100,5,50
370,11130,5,51
371,11160,5,51
372,11190,5,50
373,11220,5,52
374,11250,5,59
375,11280,5,58
376,11310,5,58
377,11340,5,58
378,11370,5,53
379,11400,5,48
380,11430,5,50
381,11460,5,49
382,11490,5,51
383,11520,5,51
384,11550,5,49
385,11580,5,50
386,11610,5,50
387,11640,5,49
388,11670,5,47
389,11700,5,52
390,11730,5,49
391,11760,5,50
392,11790,5,50
393,11820,5,51
394,11850,5,52
395,11880,5,53
396,11910,5,54
397,11940,5,53
398,11970,5,50
399,12000,5,54
400,12030,5,50
401,12060,5,50
402,12090,5,52
403,12120,5,51
404,12150,5,51
405,12180,5,50
406,12210,5,49
407,12240,5,49
408,12270,5,48
409,12300,5,51
410,12330,5,50
411,12360,5,51
412,12390,5,49
413,12420,5,50
414,12450,5,50
415,12480,5,48
416,12510,2,49
417,12540,2,51
418,12570,2,50
419,12600,2,50
420,12630,2,51
421,12660,2,46
422,12690,2,50
423,12720,2,50
424,12750,2,50
425,12780,2,50
426,12810,2,50
427,12840,2,51
428,12870,2,56
429,12900,1,73
430,12930,1,80
431,12960,1,81
432,12990,2,82
433,13020,1,46
434,13050,2,48
435,13080,2,48
436,13110,1,47
437,13140,1,47
438,13170,1,47
439,13200,2,48
440,13230,2,49
441,13260,2,49
442,13290,2,47
443,13320,2,47
444,13350,2,47
445,13380,2,47
446,13410,2,47
447,13440,2,49
448,13470,2,48
449,13500,2,50
450,13530,1,48
451,13560,2,46
452,13590,2,47
453,13620,1,47
454,13650,1,46
455,13680,1,50
456,13710,1,47
457,13740,1,47
458,13770,1,46
459,13800,1,50
460,13830,2,47
461,13860,2,48
462,13890,1,57
463,13920,1,48
464,13950,2,46
465,13980,0,47
466,14010,1,52
467,14040,1,47
468,14070,0,47
469,14100,0,50
470,14130,1,52
471,14160,1,50
472,14190,1,53
473,14220,1,62
474,14250,1,57
475,14280,1,51
476,14310,1,50
477,14340,1,49
478,14370,1,49
479,14400,1,48
480,14430,1,50
481,14460,1,49
482,14490,1,47
483,14520,1,49
484,14550,1,48
485,14580,1,48
486,14610,1,48
487,14640,2,47
488,14670,2,49
489,14700,2,47
490,14730,2,47
491,14760,2,48
492,14790,1,46
493,14820,1,48
494,14850,1,49
495,14880,2,46
496,14910,2,47
497,14940,1,48
498,14970,1,48
499,15000,1,45
500,15030,2,45
501,15060,2,47
502,15090,1,45
503,15120,1,50
504,15150,1,47
505,15180,1,47
506,15210,2,51
507,15240,1,46
508,15270,1,47
509,15300,1,50
510,15330,2,48
511,15360,1,46
512,15390,2,46
513,15420,2,48
514,15450,2,47
515,15480,1,45
516,15510,1,46
517,15540,1,46
518,15570,1,45
519,15600,2,46
520,15630,2,46
521,15660,1,50
522,15690,0,48
523,15720,1,49
524,15750,1,47
525,15780,1,45
526,15810,1,52
527,15840,1,48
528,15870,1,49
529,15900,1,47
530,15930,1,49
531,15960,1,48
532,15990,1,47
533,16020,1,48
534,16050,2,46
535,16080,2,46
536,16110,2,48
537,16140,2,47
538,16170,2,50
539,16200,2,48
540,16230,2,46
541,16260,2,48
542,16290,2,48
543,16320,2,48
544,16350,2,48
545,16380,2,50
546,16410,0,49
547,16440,1,48
548,16470,1,46
549,16500,1,46
550,16530,2,47
551,16560,2,47
552,16590,2,48
553,16620,2,48
554,16650,2,48
555,16680,2,48
556,16710,1,57
557,16740,1,47
558,16770,1,47
559,16800,1,46
560,16830,1,47
561,16860,1,45
562,16890,1,46
563,16920,2,46
564,16950,2,45
565,16980,1,46
566,17010,2,45
567,17040,2,47
568,17070,2,48
569,17100,1,51
570,17130,2,47
571,17160,2,48
572,17190,1,47
573,17220,2,46
574,17250,2,47
575,17280,2,48
576,17310,2,49
577,17340,2,49
578,17370,2,48
579,17400,2,48
580,17430,2,48
581,17460,2,48
582,17490,2,49
583,17520,2,49
584,17550,2,49
585,17580,2,50
586,17610,1,50
587,17640,1,47
588,17670,1,49
589,17700,2,47
590,17730,2,46
591,17760,2,49
592,17790,2,49
593,17820,2,48
594,17850,2,49
595,17880,2,49
596,17910,2,50
597,17940,2,48
598,17970,2,49
599,18000,2,49
600,18030,2,49
601,18060,2,49
602,18090,2,49
603,18120,2,49
604,18150,2,50
605,18180,2,49
606,18210,1,49
607,18240,1,54
608,18270,1,45
609,18300,1,49
610,18330,1,49
611,18360,1,47
612,18390,2,48
613,18420,2,48
614,18450,2,48
615,18480,2,50
616,18510,2,47
617,18540,2,48
618,18570,0,51
619,18600,1,54
620,18630,1,47
621,18660,1,48
622,18690,2,49
623,18720,2,50
624,18750,2,50
625,18780,2,50
626,18810,2,50
627,18840,2,50
628,18870,2,49
629,18900,2,50
630,18930,2,50
631,18960,2,50
632,18990,2,50
633,19020,2,50
634,19050,2,50
635,19080,2,50
636,19110,2,50
637,19140,2,49
638,19170,0,50
639,19200,1,48
640,19230,1,58
641,19260,1,49
642,19290,1,49
643,19320,1,50
644,19350,2,50
645,19380,1,50
646,19410,2,50
647,19440,2,48
648,19470,2,50
649,19500,1,50
650,19530,1,48
651,19560,2,48
652,19590,1,47
653,19620,2,50
654,19650,1,50
655,19680,1,48
656,19710,1,49
657,19740,2,50
658,19770,2,50
659,19800,1,50
660,19830,0,50
661,19860,2,48
662,19890,2,49
663,19920,2,50
664,19950,2,50
665,19980,2,47
666,20010,2,50
667,20040,2,50
668,20070,2,49
669,20100,5,49
670,20130,5,50
671,20160,5,48
672,20190,5,50
673,20220,5,48
674,20250,5,50
675,20280,5,59
676,20310,5,50
677,20340,5,50
678,20370,5,56
679,20400,5,50
680,20430,5,51
681,20460,5,49
682,20490,5,52
683,20520,5,62
684,20550,5,47
685,20580,5,48
686,20610,5,45
687,20640,5,47
688,20670,5,46
689,20700,5,49
690,20730,5,49
691,20760,5,51
692,20790,5,53
693,20820,5,52
694,20850,5,55
695,20880,5,56
696,20910,5,58
697,20940,5,62
698,20970,5,56
699,21000,5,51
700,21030,5,54
701,21060,5,52
702,21090,5,51
703,21120,5,48
704,21150,5,52
705,21180,5,49
706,21210,5,50
707,21240,5,50
708,21270,5,50
709,21300,5,49
710,21330,5,49
711,21360,5,49
712,21390,5,48
713,21420,5,48
714,21450,5,47
715,21480,5,47
716,21510,5,48
717,21540,5,49
718,21570,5,50
719,21600,5,49
720,21630,5,49
721,21660,5,49
722,21690,5,49
723,21720,5,51
724,21750,5,50
725,21780,5,50
726,21810,5,50
727,21840,5,50
728,21870,2,50
729,21900,2,51
730,21930,2,50
731,21960,2,50
732,21990,2,51
733,22020,1,57
734,22050,2,46
735,22080,2,48
736,22110,2,49
737,22140,2,49
738,22170,2,49
739,22200,2,50
740,22230,2,50
741,22260,2,50
742,22290,2,47
743,22320,2,50
744,22350,2,50
745,22380,2,50
746,22410,2,50
747,22440,2,50
748,22470,2,50
749,22500,2,50
750,22530,2,50
751,22560,2,49
752,22590,2,47
753,22620,1,49
754,22650,1,47
755,22680,2,47
756,22710,2,48
757,22740,2,48
758,22770,2,50
759,22800,2,49
760,22830,2,50
761,22860,2,49
762,22890,2,50
763,22920,2,49
764,22950,2,49
765,22980,2,49
766,23010,2,48
767,23040,2,49
768,23070,2,48
769,23100,2,49
770,23130,2,49
771,23160,2,49
772,23190,2,49
773,23220,2,50
774,23250,2,50
775,23280,2,49
776,23310,2,50
777,23340,2,49
778,23370,2,49
779,23400,2,50
780,23430,2,50
781,23460,2,49
782,23490,2,50
783,23520,2,50
784,23550,2,50
785,23580,2,49
786,23610,2,49
787,23640,2,49
788,23670,2,50
789,23700,2,49
790,23730,2,50
791,23760,2,49
792,23790,2,48
793,23820,2,49
794,23850,2,49
795,23880,2,49
796,23910,2,50
797,23940,2,50
798,23970,2,49
799,24000,2,49
800,24030,2,49
801,24060,2,49
802,24090,2,50
803,24120,0,49
804,24150,0,77
805,24180,1,86
806,24210,2,86
807,24240,1,46
808,24270,1,49
809,24300,1,47
810,24330,2,47
811,24360,2,45
812,24390,2,49
813,24420,2,47
814,24450,5,50
815,24480,5,46
816,24510,2,47
817,24540,2,47
818,24570,2,47
819,24600,0,48
820,24630,2,45
821,24660,1,45
822,24690,1,46
823,24720,2,46
824,24750,1,47
825,24780,2,47
826,24810,1,47
827,24840,2,48
828,24870,2,48
829,24900,2,48
830,24930,2,48
831,24960,2,48
832,24990,1,51
833,25020,2,46
834,25050,2,46
835,25080,2,47
836,25110,2,47
837,25140,2,48
838,25170,2,48
839,25200,1,47
840,25230,2,46
841,25260,2,47
842,25290,2,47
843,25320,2,47
844,25350,2,47
845,25380,2,48
846,25410,2,49
847,25440,2,48
848,25470,2,48
849,25500,2,48
850,25530,2,49
851,25560,2,48
852,25590,2,48
853,25620,2,48
854,25650,0,49
855,25680,1,49
856,25710,2,44
857,25740,2,46
858,25770,2,48
859,25800,2,48
860,25830,2,47
861,25860,2,49
862,25890,1,52
863,25920,2,46
864,25950,2,47
865,25980,2,49
866,26010,1,49
867,26040,1,46
868,26070,1,46
869,26100,2,48
870,26130,2,48
871,26160,2,49
872,26190,2,48
873,26220,2,49
874,26250,2,47
875,26280,2,47
876,26310,2,48
877,26340,2,49
878,26370,2,49
879,26400,2,48
880,26430,2,48
881,26460,2,49
882,26490,2,49
883,26520,2,49
884,26550,2,48
885,26580,2,49
886,26610,2,49
887,26640,2,48
888,26670,2,50
889,26700,2,49
890,26730,2,49
891,26760,2,49
892,26790,2,49
893,26820,2,49
894,26850,2,49
895,26880,2,49
896,26910,2,49
897,26940,0,61
898,26970,0,48
899,27000,0,47
900,27030,1,48
901,27060,1,47
902,27090,1,48
903,27120,2,49
904,27150,2,48
905,27180,2,50
906,27210,2,47
907,27240,0,48
908,27270,1,49
909,27300,0,48
910,27330,1,74
911,27360,1,47
912,27390,1,47
913,27420,1,49
914,27450,1,48
915,27480,2,48
916,27510,2,49
917,27540,2,48
918,27570,5,48
919,27600,5,48
920,27630,5,48
921,27660,5,45
922,27690,5,49
923,27720,5,45
924,27750,5,46
925,27780,5,47
926,27810,5,50
927,27840,5,58
928,27870,5,55
929,27900,5,55
930,27930,5,52
931,27960,5,49
932,27990,5,50
933,28020,5,55
934,28050,5,49
935,28080,5,45
936,28110,5,49
937,28140,5,52
938,28170,5,50
939,28200,5,53
940,28230,5,53
941,28260,5,49
942,28290,5,50
943,28320,5,67
944,28350,5,47
945,28380,5,46
946,28410,5,56
947,28440,5,45
948,28470,5,43
949,28500,5,47
950,28530,5,47
951,28560,5,45
952,28590,5,50
953,28620,5,59
954,28650,5,45
955,28680,5,47
956,28710,5,50
957,28740,5,50
958,28770,5,46
959,28800,5,46
960,28830,5,47
961,28860,5,50
962,28890,5,50
963,28920,5,51
964,28950,5,55
965,28980,5,55
966,29010,5,53
967,29040,5,53
968,29070,5,50
969,29100,5,48
970,29130,5,47
971,29160,5,49
972,29190,5,48
973,29220,5,49
974,29250,5,47
975,29280,5,45
976,29310,5,48
977,29340,5,44
978,29370,5,46
979,29400,5,50
