,TimeSec,SleepLVL,HR
0,600,0,85.0
1,630,0,72.0
2,660,0,72.0
3,690,0,92.0
4,720,0,80.0
5,750,1,74.0
6,780,1,72.0
7,810,1,71.0
8,840,1,69.0
9,870,2,69.0
10,900,2,69.0
11,930,2,69.0
12,960,2,69.0
13,990,1,70.0
14,1020,2,72.0
15,1050,2,71.0
16,1080,2,71.0
17,1110,2,72.0
18,1140,2,72.0
19,1170,2,72.0
20,1200,2,72.0
21,1230,2,73.0
22,1260,2,71.0
23,1290,2,71.0
24,1320,2,75.0
25,1350,2,72.0
26,1380,2,77.0
27,1410,2,77.0
28,1440,2,73.0
29,1470,2,73.0
30,1500,2,73.0
31,1530,2,73.0
32,1560,2,72.0
33,1590,3,75.0
34,1620,3,75.0
35,1650,3,77.0
36,1680,3,74.0
37,1710,3,75.0
38,1740,3,75.0
39,1770,3,77.0
40,1800,3,75.0
41,1830,3,75.0
42,1860,3,75.0
43,1890,3,74.0
44,1920,3,76.0
45,1950,3,75.0
46,1980,3,76.0
47,2010,3,77.0
48,2040,3,77.0
49,2070,3,76.0
50,2100,3,78.0
51,2130,3,77.0
52,2160,3,76.0
53,2190,3,76.0
54,2220,3,76.0
55,2250,3,76.0
56,2280,3,77.0
57,2310,3,77.0
58,2340,3,77.0
59,2370,3,76.0
60,2400,3,75.0
61,2430,3,77.0
62,2460,3,76.0
63,2490,3,76.0
64,2520,3,77.0
65,2550,3,77.0
66,2580,3,80.0
67,2610,3,77.0
68,2640,3,77.0
69,2670,3,77.0
70,2700,3,77.0
71,2730,3,77.0
72,2760,3,76.0
73,2790,3,77.0
74,2820,3,77.0
75,2850,3,78.0
76,2880,3,76.0
77,2910,3,77.0
78,2940,3,77.0
79,2970,3,77.0
80,3000,3,80.0
81,3030,3,77.0
82,3060,3,77.0
83,3090,3,78.0
84,3120,3,76.0
85,3150,3,79.0
86,3180,3,79.0
87,3210,3,79.0
88,3240,3,79.0
89,3270,3,78.0
90,3300,3,77.0
91,3330,3,78.0
92,3360,3,77.0
93,3390,3,77.0
94,3420,3,77.0
95,3450,3,80.0
96,3480,3,78.0
97,3510,3,81.0
98,3540,3,77.0
99,3570,3,81.0
100,3600,3,80.0
101,3630,3,77.0
102,3660,3,79.0
103,3690,3,79.0
104,3720,3,78.0
105,3750,3,79.0
106,3780,3,78.0
107,3810,3,80.0
108,3840,3,77.0
109,3870,3,81.0
110,3900,3,78.0
111,3930,3,79.0
112,3960,3,80.0
113,3990,3,79.0
114,4020,3,79.0
115,4050,3,79.0
116,4080,3,82.0
117,4110,3,81.0
118,4140,3,81.0
119,4170,3,81.0
120,4200,3,80.0
121,4230,3,80.0
122,4260,3,80.0
123,4290,3,80.0
124,4320,3,80.0
125,4350,3,82.0
126,4380,3,80.0
127,4410,3,81.0
128,4440,3,82.0
129,4470,3,81.0
130,4500,3,79.0
131,4530,3,81.0
132,4560,3,79.0
133,4590,3,81.0
134,4620,3,82.0
135,4650,3,84.0
136,4680,3,82.0
137,4710,3,82.0
138,4740,3,84.0
139,4770,3,83.0
140,4800,3,81.0
141,4830,3,82.0
142,4860,3,82.0
143,4890,3,84.0
144,4920,3,84.0
145,4950,3,81.0
146,4980,3,80.0
147,5010,3,83.0
148,5040,3,84.0
149,5070,3,82.0
150,5100,3,85.0
151,5130,3,82.0
152,5160,3,86.0
153,5190,3,84.0
154,5220,3,84.0
155,5250,3,83.0
156,5280,3,83.0
157,5310,3,82.0
158,5340,3,82.0
159,5370,3,84.0
160,5400,3,85.0
161,5430,3,82.0
162,5460,3,81.0
163,5490,3,80.0
164,5520,3,84.0
165,5550,3,83.0
166,5580,3,81.0
167,5610,3,85.0
168,5640,3,83.0
169,5670,3,85.0
170,5700,3,84.0
171,5730,3,82.0
172,5760,3,84.0
173,5790,3,85.0
174,5820,3,89.0
175,5850,2,95.0
176,5880,2,72.0
177,5910,2,73.0
178,5940,2,77.0
179,5970,2,77.0
180,6000,2,80.0
181,6030,2,78.0
182,6060,2,77.0
183,6090,2,80.0
184,6120,2,78.0
185,6150,2,78.0
186,6180,2,79.0
187,6210,2,79.0
188,6240,2,81.0
189,6270,2,80.0
190,6300,2,78.0
191,6330,2,79.0
192,6360,2,76.0
193,6390,2,74.0
194,6420,2,76.0
195,6450,2,77.0
196,6480,2,76.0
197,6510,2,78.0
198,6540,2,77.0
199,6570,2,78.0
200,6600,2,77.0
201,6630,2,77.0
202,6660,2,78.0
203,6690,2,77.0
204,6720,2,77.0
205,6750,2,77.0
206,6780,2,77.0
207,6810,2,77.0
208,6840,2,79.0
209,6870,2,77.0
210,6900,2,77.0
211,6930,2,77.0
212,6960,2,77.0
213,6990,2,78.0
214,7020,2,76.0
215,7050,2,77.0
216,7080,2,77.0
217,7110,2,79.0
218,7140,2,76.0
219,7170,2,78.0
220,7200,2,78.0
221,7230,2,77.0
222,7260,2,77.0
223,7290,2,74.0
224,7320,2,78.0
225,7350,2,77.0
226,7380,2,79.0
227,7410,2,78.0
228,7440,2,77.0
229,7470,2,79.0
230,7500,2,78.0
231,7530,2,77.0
232,7560,2,76.0
233,7590,2,76.0
234,7620,2,77.0
235,7650,2,78.0
236,7680,2,83.0
237,7710,2,76.0
238,7740,2,76.0
239,7770,2,77.0
240,7800,2,75.0
241,7830,2,75.0
242,7860,2,76.0
243,7890,2,77.0
244,7920,2,77.0
245,7950,2,78.0
246,7980,2,78.0
247,8010,2,79.0
248,8040,2,77.0
249,8070,2,75.0
250,8100,2,75.0
251,8130,2,81.0
252,8160,2,85.0
253,8190,2,72.0
254,8220,2,73.0
255,8250,2,75.0
256,8280,2,73.0
257,8310,2,75.0
258,8340,2,74.0
259,8370,2,75.0
260,8400,2,75.0
261,8430,2,76.0
262,8460,2,75.0
263,8490,2,77.0
264,8520,2,73.0
265,8550,2,74.0
266,8580,2,74.0
267,8610,2,73.0
268,8640,2,73.0
269,8670,2,75.0
270,8700,2,75.0
271,8730,2,75.0
272,8760,2,76.0
273,8790,2,71.0
274,8820,2,74.0
275,8850,2,74.0
276,8880,2,74.0
277,8910,2,76.0
278,8940,2,75.0
279,8970,2,74.0
280,9000,2,76.0
281,9030,2,74.0
282,9060,2,78.0
283,9090,2,75.0
284,9120,2,75.0
285,9150,2,75.0
286,9180,1,75.0
287,9210,1,89.0
288,9240,2,72.0
289,9270,2,70.0
290,9300,2,71.0
291,9330,2,71.0
292,9360,2,69.0
293,9390,2,72.0
294,9420,5,75.0
295,9450,5,78.0
296,9480,5,85.0
297,9510,5,85.0
298,9540,5,89.0
299,9570,5,93.0
300,9600,5,91.0
301,9630,5,90.0
302,9660,2,90.0
303,9690,5,95.0
304,9720,5,78.0
305,9750,5,81.0
306,9780,1,87.0
307,9810,5,83.0
308,9840,5,81.0
309,9870,5,79.0
310,9900,5,81.0
311,9930,5,85.0
312,9960,5,79.0
313,9990,2,83.0
314,10020,5,82.0
315,10050,5,84.0
316,10080,5,80.0
317,10110,1,88.0
318,10140,2,93.0
319,10170,5,80.0
320,10200,5,77.0
321,10230,5,84.0
322,10260,5,81.0
323,10290,5,77.0
324,10320,1,88.0
325,10350,2,82.0
326,10380,5,76.0
327,10410,5,77.0
328,10440,5,81.0
329,10470,5,75.0
330,10500,5,79.0
331,10530,5,85.0
332,10560,5,82.0
333,10590,5,77.0
334,10620,5,79.0
335,10650,5,78.0
336,10680,5,77.0
337,10710,5,77.0
338,10740,1,84.0
339,10770,5,82.0
340,10800,5,82.0
341,10830,5,80.0
342,10860,5,78.0
343,10890,5,77.0
344,10920,5,77.0
345,10950,5,80.0
346,10980,5,78.0
347,11010,5,75.0
348,11040,5,76.0
349,11070,5,81.0
350,11100,5,80.0
351,11130,5,83.0
352,11160,2,82.0
353,11190,2,83.0
354,11220,2,78.0
355,11250,5,80.0
356,11280,5,76.0
357,11310,5,77.0
358,11340,5,83.0
359,11370,2,87.0
360,11400,2,79.0
361,11430,5,78.0
362,11460,5,76.0
363,11490,5,76.0
364,11520,1,79.0
365,11550,2,76.0
366,11580,5,79.0
367,11610,5,75.0
368,11640,5,77.0
369,11670,1,77.0
370,11700,2,78.0
371,11730,5,76.0
372,11760,5,78.0
373,11790,1,79.0
374,11820,2,85.0
375,11850,5,74.0
376,11880,5,76.0
377,11910,5,78.0
378,11940,1,74.0
379,11970,2,75.0
380,12000,2,72.0
381,12030,5,76.0
382,12060,5,78.0
383,12090,5,76.0
384,12120,1,84.0
385,12150,2,83.0
386,12180,2,78.0
387,12210,2,75.0
388,12240,2,77.0
389,12270,5,76.0
390,12300,5,75.0
391,12330,1,78.0
392,12360,2,77.0
393,12390,2,75.0
394,12420,5,79.0
395,12450,5,75.0
396,12480,5,71.0
397,12510,5,75.0
398,12540,5,82.0
399,12570,5,75.0
400,12600,5,74.0
401,12630,2,72.0
402,12660,2,74.0
403,12690,5,73.0
404,12720,5,76.0
405,12750,5,74.0
406,12780,2,75.0
407,12810,2,77.0
408,12840,2,75.0
409,12870,5,75.0
410,12900,5,72.0
411,12930,5,75.0
412,12960,5,73.0
413,12990,5,76.0
414,13020,5,70.0
415,13050,5,73.0
416,13080,5,79.0
417,13110,2,69.0
418,13140,2,74.0
419,13170,2,73.0
420,13200,2,72.0
421,13230,2,72.0
422,13260,2,76.0
423,13290,2,72.0
424,13320,2,70.0
425,13350,2,69.0
426,13380,2,69.0
427,13410,2,73.0
428,13440,2,70.0
429,13470,2,68.0
430,13500,2,69.0
431,13530,2,69.0
432,13560,2,70.0
433,13590,2,71.0
434,13620,2,70.0
435,13650,2,71.0
436,13680,2,72.0
437,13710,2,75.0
438,13740,2,73.0
439,13770,2,69.0
440,13800,2,73.0
441,13830,2,72.0
442,13860,2,72.0
443,13890,2,73.0
444,13920,2,75.0
445,13950,2,74.0
446,13980,2,76.0
447,14010,2,74.0
448,14040,2,77.0
449,14070,2,75.0
450,14100,2,77.0
451,14130,2,75.0
452,14160,2,76.0
453,14190,2,77.0
454,14220,2,74.0
455,14250,2,76.0
456,14280,2,75.0
457,14310,2,77.0
458,14340,2,77.0
459,14370,2,77.0
460,14400,2,76.0
461,14430,2,77.0
462,14460,2,77.0
463,14490,2,75.0
464,14520,2,75.0
465,14550,2,76.0
466,14580,2,77.0
467,14610,2,77.0
468,14640,2,77.0
469,14670,2,74.0
470,14700,2,78.0
471,14730,2,77.0
472,14760,2,74.0
473,14790,2,77.0
474,14820,2,77.0
475,14850,2,78.0
476,14880,2,79.0
477,14910,2,77.0
478,14940,2,77.0
479,14970,2,75.0
480,15000,2,78.0
481,15030,2,80.0
482,15060,2,76.0
483,15090,2,78.0
484,15120,2,77.0
485,15150,2,77.0
486,15180,2,76.0
487,15210,2,77.0
488,15240,2,77.0
489,15270,2,76.0
490,15300,2,77.0
491,15330,2,77.0
492,15360,2,77.0
493,15390,2,77.0
494,15420,2,77.0
495,15450,2,77.0
496,15480,2,77.0
497,15510,2,77.0
498,15540,2,78.0
499,15570,2,76.0
500,15600,2,79.0
501,15630,2,78.0
502,15660,2,76.0
503,15690,2,77.0
504,15720,2,79.0
505,15750,2,76.0
506,15780,1,77.0
507,15810,1,98.0
508,15840,2,66.0
509,15870,2,75.0
510,15900,2,71.0
511,15930,2,72.0
512,15960,2,73.0
513,15990,2,70.0
514,16020,2,70.0
515,16050,2,73.0
516,16080,2,73.0
517,16110,2,73.0
518,16140,2,74.0
519,16170,2,74.0
520,16200,2,73.0
521,16230,2,76.0
522,16260,2,76.0
523,16290,2,74.0
524,16320,2,75.0
525,16350,2,75.0
526,16380,2,75.0
527,16410,2,74.0
528,16440,2,75.0
529,16470,2,77.0
530,16500,2,75.0
531,16530,2,76.0
532,16560,2,75.0
533,16590,2,76.0
534,16620,2,75.0
535,16650,2,75.0
536,16680,2,77.0
537,16710,2,77.0
538,16740,2,77.0
539,16770,2,75.0
540,16800,2,76.0
541,16830,2,74.0
542,16860,2,76.0
543,16890,2,76.0
544,16920,2,73.0
545,16950,2,74.0
546,16980,2,77.0
547,17010,2,74.0
548,17040,2,75.0
549,17070,2,77.0
550,17100,2,78.0
551,17130,2,74.0
552,17160,2,77.0
553,17190,2,73.0
554,17220,2,75.0
555,17250,2,75.0
556,17280,2,76.0
557,17310,2,77.0
558,17340,2,77.0
559,17370,2,76.0
560,17400,1,72.0
561,17430,2,104.0
562,17460,2,68.0
563,17490,2,71.0
564,17520,2,72.0
565,17550,2,71.0
566,17580,2,70.0
567,17610,2,72.0
568,17640,2,70.0
569,17670,2,72.0
570,17700,2,70.0
571,17730,2,71.0
572,17760,2,73.0
573,17790,2,72.0
574,17820,2,69.0
575,17850,2,73.0
576,17880,2,71.0
577,17910,2,70.0
578,17940,5,74.0
579,17970,5,79.0
580,18000,5,77.0
581,18030,5,75.0
582,18060,1,78.0
583,18090,5,85.0
584,18120,5,75.0
585,18150,5,83.0
586,18180,5,75.0
587,18210,5,77.0
588,18240,1,81.0
589,18270,5,80.0
590,18300,5,81.0
591,18330,1,86.0
592,18360,5,77.0
593,18390,5,81.0
594,18420,5,82.0
595,18450,1,84.0
596,18480,2,87.0
597,18510,2,76.0
598,18540,5,75.0
599,18570,1,76.0
600,18600,1,82.0
601,18630,5,73.0
602,18660,5,73.0
603,18690,5,73.0
604,18720,1,77.0
605,18750,5,76.0
606,18780,5,74.0
607,18810,5,81.0
608,18840,5,80.0
609,18870,5,80.0
610,18900,5,86.0
611,18930,5,77.0
612,18960,5,76.0
613,18990,1,78.0
614,19020,2,87.0
615,19050,5,77.0
616,19080,5,74.0
617,19110,5,78.0
618,19140,5,74.0
619,19170,5,75.0
620,19200,1,69.0
621,19230,5,68.0
622,19260,5,75.0
623,19290,1,71.0
624,19320,2,72.0
625,19350,5,73.0
626,19380,5,73.0
627,19410,1,77.0
628,19440,5,77.0
629,19470,5,77.0
630,19500,5,77.0
631,19530,5,79.0
632,19560,5,86.0
633,19590,1,74.0
634,19620,5,81.0
635,19650,5,72.0
636,19680,5,71.0
637,19710,5,75.0
638,19740,5,77.0
639,19770,2,77.0
640,19800,2,76.0
641,19830,0,75.0
642,19860,2,102.0
643,19890,2,67.0
644,19920,2,76.0
645,19950,2,71.0
646,19980,2,68.0
647,20010,2,73.0
648,20040,2,72.0
649,20070,2,70.0
650,20100,2,71.0
651,20130,2,68.0
652,20160,2,71.0
653,20190,2,75.0
654,20220,2,70.0
655,20250,2,73.0
656,20280,2,73.0
657,20310,2,71.0
658,20340,2,74.0
659,20370,2,69.0
660,20400,2,72.0
661,20430,2,72.0
662,20460,2,70.0
663,20490,2,75.0
664,20520,2,74.0
665,20550,2,73.0
666,20580,1,73.0
667,20610,2,71.0
668,20640,2,73.0
669,20670,2,76.0
670,20700,0,76.0
671,20730,0,86.0
672,20760,0,75.0
673,20790,0,74.0
674,20820,1,79.0
675,20850,1,71.0
676,20880,1,69.0
677,20910,2,68.0
678,20940,2,69.0
679,20970,2,68.0
680,21000,2,65.0
681,21030,2,70.0
682,21060,2,70.0
683,21090,2,69.0
684,21120,2,71.0
685,21150,2,71.0
686,21180,2,70.0
687,21210,2,72.0
688,21240,2,73.0
689,21270,2,70.0
690,21300,2,73.0
691,21330,2,74.0
692,21360,2,74.0
693,21390,2,74.0
694,21420,2,73.0
695,21450,2,74.0
696,21480,2,75.0
697,21510,2,77.0
698,21540,2,72.0
699,21570,2,77.0
700,21600,2,77.0
701,21630,2,74.0
702,21660,2,75.0
703,21690,2,76.0
704,21720,2,74.0
705,21750,2,75.0
706,21780,2,77.0
707,21810,2,76.0
708,21840,2,77.0
709,21870,2,73.0
710,21900,2,77.0
711,21930,2,78.0
712,21960,2,76.0
713,21990,2,73.0
714,22020,2,77.0
715,22050,2,77.0
716,22080,2,76.0
717,22110,1,80.0
718,22140,2,74.0
719,22170,2,75.0
720,22200,2,73.0
721,22230,2,75.0
722,22260,2,73.0
723,22290,2,71.0
724,22320,2,77.0
725,22350,2,73.0
726,22380,2,75.0
727,22410,2,73.0
728,22440,2,77.0
729,22470,2,75.0
730,22500,2,77.0
731,22530,2,75.0
732,22560,2,76.0
733,22590,2,75.0
734,22620,2,73.0
735,22650,2,76.0
736,22680,2,77.0
737,22710,2,75.0
738,22740,2,77.0
739,22770,2,76.0
740,22800,2,74.0
741,22830,2,77.0
742,22860,2,73.0
743,22890,2,76.0
744,22920,2,77.0
745,22950,2,75.0
746,22980,2,78.0
747,23010,2,76.0
748,23040,2,78.0
749,23070,2,72.0
750,23100,2,74.0
751,23130,2,78.0
752,23160,2,77.0
753,23190,2,77.0
754,23220,2,77.0
755,23250,2,79.0
756,23280,2,78.0
757,23310,2,81.0
758,23340,2,77.0
759,23370,2,81.0
760,23400,2,77.0
761,23430,2,78.0
762,23460,2,77.0
763,23490,2,78.0
764,23520,2,77.0
765,23550,2,76.0
766,23580,2,78.0
767,23610,2,76.0
768,23640,2,78.0
769,23670,2,77.0
770,23700,2,80.0
771,23730,2,77.0
772,23760,2,81.0
773,23790,2,71.0
774,23820,2,74.0
775,23850,2,74.0
776,23880,2,75.0
777,23910,2,74.0
778,23940,2,74.0
779,23970,1,77.0
780,24000,2,68.0
781,24030,2,68.0
782,24060,2,78.0
783,24090,2,81.0
784,24120,2,71.0
785,24150,2,66.0
786,24180,1,79.0
787,24210,2,68.0
788,24240,2,70.0
789,24270,2,74.0
790,24300,2,77.0
791,24330,2,70.0
792,24360,2,74.0
793,24390,1,77.0
794,24420,2,72.0
795,24450,5,71.0
796,24480,5,73.0
797,24510,5,76.0
798,24540,5,79.0
799,24570,5,79.0
800,24600,5,79.0
801,24630,5,86.0
802,24660,5,93.0
803,24690,5,75.0
804,24720,5,77.0
805,24750,5,77.0
806,24780,5,73.0
807,24810,5,80.0
808,24840,5,77.0
809,24870,5,81.0
810,24900,5,81.0
811,24930,5,84.0
812,24960,5,86.0
813,24990,5,88.0
814,25020,5,81.0
815,25050,5,78.0
816,25080,5,76.0
817,25110,5,76.0
818,25140,5,79.0
819,25170,5,89.0
820,25200,5,76.0
821,25230,5,74.0
822,25260,5,75.0
823,25290,5,80.0
824,25320,5,77.0
825,25350,5,79.0
826,25380,5,74.0
827,25410,5,76.0
828,25440,5,79.0
829,25470,5,77.0
830,25500,5,78.0
831,25530,5,78.0
832,25560,5,82.0
833,25590,1,89.0
834,25620,2,77.0
835,25650,5,77.0
836,25680,5,74.0
837,25710,5,79.0
838,25740,5,73.0
839,25770,5,70.0
840,25800,5,75.0
841,25830,5,80.0
842,25860,5,80.0
843,25890,5,78.0
844,25920,5,80.0
845,25950,5,77.0
846,25980,5,77.0
847,26010,5,79.0
848,26040,5,79.0
849,26070,5,80.0
850,26100,5,81.0
851,26130,5,82.0
852,26160,1,87.0
853,26190,2,68.0
854,26220,2,71.0
855,26250,2,67.0
856,26280,5,71.0
857,26310,5,74.0
858,26340,5,75.0
859,26370,5,72.0
860,26400,5,71.0
861,26430,5,72.0
862,26460,5,75.0
863,26490,5,72.0
864,26520,5,68.0
865,26550,5,73.0
866,26580,5,72.0
867,26610,5,74.0
868,26640,5,77.0
869,26670,5,78.0
870,26700,5,80.0
871,26730,5,82.0
872,26760,5,85.0
873,26790,5,78.0
874,26820,5,77.0
875,26850,2,72.0
876,26880,2,69.0
877,26910,2,77.0
878,26940,2,75.0
879,26970,2,66.0
880,27000,2,69.0
881,27030,5,70.0
882,27060,5,76.0
883,27090,5,69.0
884,27120,1,69.0
885,27150,1,71.0
886,27180,1,73.0
887,27210,2,68.0
888,27240,5,72.0
889,27270,5,69.0
890,27300,5,74.0
891,27330,5,73.0
892,27360,1,72.0
893,27390,2,74.0
894,27420,2,74.0
895,27450,1,68.0
896,27480,2,70.0
897,27510,2,80.0
898,27540,5,68.0
899,27570,1,72.0
900,27600,5,71.0
901,27630,1,73.0
902,27660,2,72.0
903,27690,2,71.0
904,27720,2,75.0
905,27750,5,71.0
906,27780,5,72.0
907,27810,5,77.0
908,27840,5,82.0
909,27870,1,78.0
910,27900,2,74.0
911,27930,2,77.0
912,27960,2,79.0
913,27990,2,75.0
914,28020,2,68.0
915,28050,2,74.0
916,28080,2,73.0
917,28110,2,73.0
918,28140,2,76.0
919,28170,2,70.0
920,28200,2,72.0
921,28230,2,75.0
922,28260,2,72.0
923,28290,2,70.0
924,28320,2,75.0
925,28350,2,81.0
926,28380,2,71.0
927,28410,2,74.0
928,28440,2,68.0
929,28470,2,73.0
930,28500,1,73.0
931,28530,2,73.0
932,28560,2,80.0
933,28590,2,74.0
934,28620,2,75.0
935,28650,2,73.0
